name,grade,type,bolts,length,pitches,first_ascent,route_setter,url,area_url
Aristósteles,5.10a,sport,14,20m,1,,,https://www.thecrag.com/en/climbing/guatemala/route/4287793941,https://www.thecrag.com/en/climbing/guatemala/area/773873541#t5399026572
Dolce vita,5.10a,sport,9,,1,,,https://www.thecrag.com/en/climbing/guatemala/route/4683677496,https://www.thecrag.com/en/climbing/guatemala/area/773873541#t5399026572
Pan de ayer,5.10c,sport,10,,1,,,https://www.thecrag.com/en/climbing/guatemala/route/5403472548,https://www.thecrag.com/en/climbing/guatemala/area/773873541#t5399026572
La Resbalosa,5.12b,sport,,,,,,https://www.thecrag.com/en/climbing/guatemala/route/773874093,https://www.thecrag.com/en/climbing/guatemala/area/773873541#t5399026572
Guerrero Maya,5.10d,sport,,,,,,https://www.thecrag.com/en/climbing/guatemala/route/773874186,https://www.thecrag.com/en/climbing/guatemala/area/773873541#t5399026572
Your Mama,5.10d,sport,,,,,,https://www.thecrag.com/en/climbing/guatemala/route/773874246,https://www.thecrag.com/en/climbing/guatemala/area/773873541#t5399026572
Dios es Fiel,5.10d,sport,,10m,,,,https://www.thecrag.com/en/climbing/guatemala/route/773874333,https://www.thecrag.com/en/climbing/guatemala/area/773873541#t5399026572
Sabor a Gen,5.10d,sport,15,,1,,,https://www.thecrag.com/en/climbing/guatemala/route/4725630402,https://www.thecrag.com/en/climbing/guatemala/area/773873541#t5399026572
Serpiente Emplumada,5.12a,sport,,10m,,,,https://www.thecrag.com/en/climbing/guatemala/route/776043978,https://www.thecrag.com/en/climbing/guatemala/area/775943877#t4911354243
Feminista,5.10d,sport,,,,,,https://www.thecrag.com/en/climbing/guatemala/route/5419507014,https://www.thecrag.com/en/climbing/guatemala/area/775943877#t4911354243
Feminazi,5.11a,sport,5,15m,1,David Galindo,,https://www.thecrag.com/en/climbing/guatemala/route/4399350246,https://www.thecrag.com/en/climbing/guatemala/area/775943877#t4911354243
Julio Punch,5.11b,sport,,,,,,https://www.thecrag.com/en/climbing/guatemala/route/776043885,https://www.thecrag.com/en/climbing/guatemala/area/775943877#t4911354243
Macho Alfa,5.11d,sport,,,,,,https://www.thecrag.com/en/climbing/guatemala/route/14086226925,https://www.thecrag.com/en/climbing/guatemala/area/775943877#t4911354243
La Guayaba,5.12a,sport,11,20m,1,David Galindo,,https://www.thecrag.com/en/climbing/guatemala/route/4399340613,https://www.thecrag.com/en/climbing/guatemala/area/775943877#t4911354243
Balcon,5.11b,sport,,25m,,,,https://www.thecrag.com/en/climbing/guatemala/route/776043789,https://www.thecrag.com/en/climbing/guatemala/area/775943877#t4911354243
Mano e santo,5.12d,sport,10,23m,1,David Galindo,,https://www.thecrag.com/en/climbing/guatemala/route/4399355784,https://www.thecrag.com/en/climbing/guatemala/area/775943877#t4911354243
La Nada,5.11a,sport,,60m,3,,,https://www.thecrag.com/en/climbing/guatemala/route/776043696,https://www.thecrag.com/en/climbing/guatemala/area/775943877#t4911354243
Nadador,5.10b,sport,,15m,,,,https://www.thecrag.com/en/climbing/guatemala/route/776043603,https://www.thecrag.com/en/climbing/guatemala/area/775943877#t4911354243
Hijo del vicio,5.10b,sport,7,,1,,,https://www.thecrag.com/en/climbing/guatemala/route/4701231996,https://www.thecrag.com/en/climbing/guatemala/area/775943877#t4911354243
Lluvia de hamburguesas,5.10b,sport,7,18m,1,,,https://www.thecrag.com/en/climbing/guatemala/route/5419527258,https://www.thecrag.com/en/climbing/guatemala/area/775943877#t4911354243
11-06,5.11a,sport,,20m,,Carlos Chong,,https://www.thecrag.com/en/climbing/guatemala/route/776043504,https://www.thecrag.com/en/climbing/guatemala/area/775943877#t4911354243
Good morning baygon,5.10b,sport,10,20m,1,Cuca Abularach,,https://www.thecrag.com/en/climbing/guatemala/route/4274105088,https://www.thecrag.com/en/climbing/guatemala/area/775943877#t4911354243
El Trono,5.11c,sport,12,23m,1,,,https://www.thecrag.com/en/climbing/guatemala/route/4358873931,https://www.thecrag.com/en/climbing/guatemala/area/775943877#t4911354243
P... con canas,5.11b,sport,10,20m,1,Wilber Juárez,,https://www.thecrag.com/en/climbing/guatemala/route/4274074545,https://www.thecrag.com/en/climbing/guatemala/area/775943877#t4911354243
Psicosis de pies,5.10a/b,sport,12,18m,1,,,https://www.thecrag.com/en/climbing/guatemala/route/4287843999,https://www.thecrag.com/en/climbing/guatemala/area/775943877#t4911354243
Salvadoreña,5.10a,sport,,10m,,,,https://www.thecrag.com/en/climbing/guatemala/route/776043438,https://www.thecrag.com/en/climbing/guatemala/area/775943877#t4911354243
Luna,5.10b,sport,,10m,,,,https://www.thecrag.com/en/climbing/guatemala/route/776043291,https://www.thecrag.com/en/climbing/guatemala/area/775943877#t4911354243
La Vela,5.10d,sport,7,,1,,,https://www.thecrag.com/en/climbing/guatemala/route/4361711754,https://www.thecrag.com/en/climbing/guatemala/area/775943877#t4911354243
Mirta Fantasía(U-Bolts),5.10c,sport,,,,,,https://www.thecrag.com/en/climbing/guatemala/route/14086227792,https://www.thecrag.com/en/climbing/guatemala/area/775943877#t4911354243
Poshorroción (U-Bolts),5.10a,sport,,,,,,https://www.thecrag.com/en/climbing/guatemala/route/14086228593,https://www.thecrag.com/en/climbing/guatemala/area/775943877#t4911354243
4 cintas,5.9,sport,,3m,,,,https://www.thecrag.com/en/climbing/guatemala/route/776043132,https://www.thecrag.com/en/climbing/guatemala/area/775943877#t4911354243
Diana,6b,sport,,33m,1,Aníbal Fernández & Reiniel Sosa,,https://www.thecrag.com/en/climbing/cuba/route/2478418197,https://www.thecrag.com/en/climbing/cuba/area/14266507#t2514617469
Avalancha,6c+,sport,,25m,1,Josué Millo & Fransua Bosmenier,,https://www.thecrag.com/en/climbing/cuba/route/2478418092,https://www.thecrag.com/en/climbing/cuba/area/14266507#t2514617469
Mister Feo,6c,sport,,22m,1,Josué Millo & Fransua Bosmenier,,https://www.thecrag.com/en/climbing/cuba/route/2478417987,https://www.thecrag.com/en/climbing/cuba/area/14266507#t2514617469
Tubo de Roca,6b+,sport,10,20m,1,Josué Millo & Adrián Pérez,,https://www.thecrag.com/en/climbing/cuba/route/2478417852,https://www.thecrag.com/en/climbing/cuba/area/14266507#t2514617469
Arco de Josué,6b+,sport,10,25m,1,David Ryan & Josué Millo,,https://www.thecrag.com/en/climbing/cuba/route/16341667,https://www.thecrag.com/en/climbing/cuba/area/14266507#t2514617469
Brutus,7a+,sport,,22m,1,Josué Millo & Adrián Pérez,,https://www.thecrag.com/en/climbing/cuba/route/2478414468,https://www.thecrag.com/en/climbing/cuba/area/14266507#t2514617469
Lluvia de Meteoritos,6c,sport,,20m,1,Josué Millo & Israel,,https://www.thecrag.com/en/climbing/cuba/route/2478414345,https://www.thecrag.com/en/climbing/cuba/area/14266507#t2514617469
Aserejé,6a+,sport,,20m,1,Aníbal Fernández & Alberto Leivas,,https://www.thecrag.com/en/climbing/cuba/route/16341715,https://www.thecrag.com/en/climbing/cuba/area/14266507#t2514617469
Rasta Crack,6b,sport,,20m,1,Aníbal Fernández,,https://www.thecrag.com/en/climbing/cuba/route/16341763,https://www.thecrag.com/en/climbing/cuba/area/14266507#t2514617469
¡Hay Mi Madre!,8a,sport,7,20m,1,Yarobys García & José Luís Pimentel,,https://www.thecrag.com/en/climbing/cuba/route/2478406437,https://www.thecrag.com/en/climbing/cuba/area/14266507#t2514617469
Dulce de Coco,6c,sport,9,30m,1,Aníbal Fernández,,https://www.thecrag.com/en/climbing/cuba/route/16341811,https://www.thecrag.com/en/climbing/cuba/area/14266507#t2514617469
Katja Me Punza,7a,sport,7,14m,1,Aníbal Fernández,,https://www.thecrag.com/en/climbing/cuba/route/16341859,https://www.thecrag.com/en/climbing/cuba/area/14266507#t2514617469
El Salto de la Pelúa,7a,sport,5,10m,1,Aníbal Fernández,,https://www.thecrag.com/en/climbing/cuba/route/16341907,https://www.thecrag.com/en/climbing/cuba/area/14266507#t2514617469
Catamarán,7a+,sport,,20m,1,Josué Millo & Reiniel Sosa,,https://www.thecrag.com/en/climbing/cuba/route/2478405240,https://www.thecrag.com/en/climbing/cuba/area/14266507#t2514617469
Ana Banana,6c,sport,9,23m,1,Abel Pérez,,https://www.thecrag.com/en/climbing/cuba/route/16341955,https://www.thecrag.com/en/climbing/cuba/area/14266507#t2514617469
Pikín,6b+,sport,8,22m,1,Abel Pérez,,https://www.thecrag.com/en/climbing/cuba/route/16342003,https://www.thecrag.com/en/climbing/cuba/area/14266507#t2514617469
Bititi,6b,sport,,17m,1,Aníbal Fernández,,https://www.thecrag.com/en/climbing/cuba/route/16342051,https://www.thecrag.com/en/climbing/cuba/area/14266507#t2514617469
Tiburón Siguato,6c,sport,4,6m,1,Aníbal Fernández,,https://www.thecrag.com/en/climbing/cuba/route/16342099,https://www.thecrag.com/en/climbing/cuba/area/14266507#t2514617469
Príncipe Enano,7a+,sport,4,15m,1,Abel Pérez,,https://www.thecrag.com/en/climbing/cuba/route/2478403959,https://www.thecrag.com/en/climbing/cuba/area/14266507#t2514617469
Tacto Rectal,7a+,sport,5,15m,1,Aníbal Fernández & Josué Millo,,https://www.thecrag.com/en/climbing/cuba/route/16342147,https://www.thecrag.com/en/climbing/cuba/area/14266507#t2514617469
Miseria Prieta,7b,sport,5,14m,1,Aníbal Fernández & Josué Millo,,https://www.thecrag.com/en/climbing/cuba/route/16342195,https://www.thecrag.com/en/climbing/cuba/area/14266507#t2514617469
Unknown 5,5,sport,,15m,1,,,https://www.thecrag.com/en/climbing/cuba/route/300434811,https://www.thecrag.com/en/climbing/cuba/area/16342243
Unknown 5+,5+,sport,,15m,1,,,https://www.thecrag.com/en/climbing/cuba/route/300433326,https://www.thecrag.com/en/climbing/cuba/area/16342243
La Via Mas Facil de Cuba,3+,sport,,15m,1,David Ryan & Armando Menocal,,https://www.thecrag.com/en/climbing/cuba/route/815324058,https://www.thecrag.com/en/climbing/cuba/area/16342243
Disneylandia,4+,sport,,15m,1,Josué Millo & Alison Andur,,https://www.thecrag.com/en/climbing/cuba/route/18456127,https://www.thecrag.com/en/climbing/cuba/area/16342243
Mambises y Maulets,6b+,sport,12,30m,1,Eduard Viana & Carlos Pinela,,https://www.thecrag.com/en/climbing/cuba/route/18455791,https://www.thecrag.com/en/climbing/cuba/area/16342243
Calzo de Guagua,7a,sport,,30m,,,,https://www.thecrag.com/en/climbing/cuba/route/18455839,https://www.thecrag.com/en/climbing/cuba/area/16342243
Don Cojete de la Mancha,8a,sport,,30m,1,on the  Right Wall .,,https://www.thecrag.com/en/climbing/cuba/route/18455983,https://www.thecrag.com/en/climbing/cuba/area/16342243
"Amigos en el Tope, Ahora y Siempre",7c,sport,14,30m,1,,,https://www.thecrag.com/en/climbing/cuba/route/18456031,https://www.thecrag.com/en/climbing/cuba/area/16342243
Maybe,7a,sport,,30m,1,,,https://www.thecrag.com/en/climbing/cuba/route/18456079,https://www.thecrag.com/en/climbing/cuba/area/16342243
Contra la Espada y la Pared,7a+,sport,,30m,1,,,https://www.thecrag.com/en/climbing/cuba/route/300430074,https://www.thecrag.com/en/climbing/cuba/area/16342243
Ocucta Obsessión,6c,sport,,27m,,Eduard Viana & Carlos Pinela,,https://www.thecrag.com/en/climbing/cuba/route/18455887,https://www.thecrag.com/en/climbing/cuba/area/16342243
On Belay Hombre,7a,sport,,15m,1,,,https://www.thecrag.com/en/climbing/cuba/route/18455935,https://www.thecrag.com/en/climbing/cuba/area/16342243
Leche de Mipalo,6c+,sport,6,15m,1,,,https://www.thecrag.com/en/climbing/cuba/route/300431640,https://www.thecrag.com/en/climbing/cuba/area/16342243
Unknown Right,7b,sport,10,25m,1,,,https://www.thecrag.com/en/climbing/cuba/route/2507030469,https://www.thecrag.com/en/climbing/cuba/area/16342243
Por Arriba del Bolt,7b,sport,,14m,1,Josué Millo,,https://www.thecrag.com/en/climbing/cuba/route/300397587,https://www.thecrag.com/en/climbing/cuba/area/16342267
Alcohólicos sin Fronteras,6a+,sport,,15m,1,Anibal Fernández,,https://www.thecrag.com/en/climbing/cuba/route/18456559,https://www.thecrag.com/en/climbing/cuba/area/16342267
Pelos de Rubia,6a,sport,,15m,1,Josué Millo,,https://www.thecrag.com/en/climbing/cuba/route/300398682,https://www.thecrag.com/en/climbing/cuba/area/16342267
Baja y Chupa,6c,sport,,25m,,David Brasco,,https://www.thecrag.com/en/climbing/cuba/route/18456511,https://www.thecrag.com/en/climbing/cuba/area/16342267
Tetas Mediterráneas,6b+,sport,15,29m,1,Vitalio Echazábal,,https://www.thecrag.com/en/climbing/cuba/route/18456463,https://www.thecrag.com/en/climbing/cuba/area/16342267
Unknown 1,6b,sport,,30m,,,,https://www.thecrag.com/en/climbing/cuba/route/5834836725,https://www.thecrag.com/en/climbing/cuba/area/16342267
Chipojo,6a,sport,14,30m,1,Aníbal Fernández & Fernando Paulete,,https://www.thecrag.com/en/climbing/cuba/route/18456367,https://www.thecrag.com/en/climbing/cuba/area/16342267
Papi,6b,sport,12,29m,1,Paul Laperrière & Markus Leicht,,https://www.thecrag.com/en/climbing/cuba/route/18456295,https://www.thecrag.com/en/climbing/cuba/area/16342267
Chipojito,6a,sport,13,30m,1,,,https://www.thecrag.com/en/climbing/cuba/route/18456319,https://www.thecrag.com/en/climbing/cuba/area/16342267
Unknown 2,6b,sport,,30m,,,,https://www.thecrag.com/en/climbing/cuba/route/5834833098,https://www.thecrag.com/en/climbing/cuba/area/16342267
Contigo en la Distancia,7b,sport,8,27m,1,,,https://www.thecrag.com/en/climbing/cuba/route/18456415,https://www.thecrag.com/en/climbing/cuba/area/16342267
Fernando's Hide-a-Way,6c+,sport,,45m,3,Fernando Paulete,,https://www.thecrag.com/en/climbing/cuba/route/18456247,https://www.thecrag.com/en/climbing/cuba/area/16342267
Jerry y Mirol,7a+,sport,8,27m,1,,,https://www.thecrag.com/en/climbing/cuba/route/18456655,https://www.thecrag.com/en/climbing/cuba/area/16342267
Pelos en La Orira,6b+,sport,,15m,,,,https://www.thecrag.com/en/climbing/cuba/route/18456151,https://www.thecrag.com/en/climbing/cuba/area/16342267
Hilo Dental,6b+,sport,,15m,,,,https://www.thecrag.com/en/climbing/cuba/route/18456199,https://www.thecrag.com/en/climbing/cuba/area/16342267
Unknown 3,6a+,sport,,,,,,https://www.thecrag.com/en/climbing/cuba/route/18456607,https://www.thecrag.com/en/climbing/cuba/area/16342267
Living la Vía Loca,7a,trad,,30m,1,Aníbal Fernández & Jorge Mederos,,https://www.thecrag.com/en/climbing/cuba/route/16343443,https://www.thecrag.com/en/climbing/cuba/area/14266603#t2514276882
Milenio,6c+,trad,1,60m,3,Vitalio Echazábal & Aníbal Fernández,,https://www.thecrag.com/en/climbing/cuba/route/16343491,https://www.thecrag.com/en/climbing/cuba/area/14266603#t2514276882
A Mulatazo Limpio,7a,sport,,30m,1,Aníbal Fernández & David Brasco,,https://www.thecrag.com/en/climbing/cuba/route/16343539,https://www.thecrag.com/en/climbing/cuba/area/14266603#t2514276882
Huevos Verdes con Jamón,6c+,sport,13,60m,2,Aníbal Fernández & Vitalio Echazábal,,https://www.thecrag.com/en/climbing/cuba/route/16343635,https://www.thecrag.com/en/climbing/cuba/area/14266603#t2514276882
La Llorona,6b,sport,,30m,,,,https://www.thecrag.com/en/climbing/cuba/route/5844543105,https://www.thecrag.com/en/climbing/cuba/area/14266603#t2514276882
¡Hay Papito!,7c+/8a,sport,10,30m,1,David Brasco,,https://www.thecrag.com/en/climbing/cuba/route/16343683,https://www.thecrag.com/en/climbing/cuba/area/14266603#t2514276882
Ay Mamita,6b,sport,,30m,,,,https://www.thecrag.com/en/climbing/cuba/route/5844541905,https://www.thecrag.com/en/climbing/cuba/area/14266603#t2514276882
Cancelado,6c+,sport,10,25m,,,,https://www.thecrag.com/en/climbing/cuba/route/5856510837,https://www.thecrag.com/en/climbing/cuba/area/14266603#t2514276882
Logic of Masturbacion,6b,sport,11,26m,,,,https://www.thecrag.com/en/climbing/cuba/route/5856510924,https://www.thecrag.com/en/climbing/cuba/area/14266603#t2514276882
Saca el dedo,6c,sport,8,12m,,,,https://www.thecrag.com/en/climbing/cuba/route/5856511011,https://www.thecrag.com/en/climbing/cuba/area/14266603#t2514276882
Chinata loca,5+,sport,6,10m,,,,https://www.thecrag.com/en/climbing/cuba/route/5856511098,https://www.thecrag.com/en/climbing/cuba/area/14266603#t2514276882
Cara Dura,6a,sport,6,15m,1,Josué Millo,,https://www.thecrag.com/en/climbing/cuba/route/2514338421,https://www.thecrag.com/en/climbing/cuba/area/14266651#t2516805432
Mi Cusi,5+,sport,7,15m,1,Josué Millo,,https://www.thecrag.com/en/climbing/cuba/route/2514338535,https://www.thecrag.com/en/climbing/cuba/area/14266651#t2516805432
Feliz Cumpleaños,6a,sport,5,13m,1,Alberto Leiva,,https://www.thecrag.com/en/climbing/cuba/route/2514338640,https://www.thecrag.com/en/climbing/cuba/area/14266651#t2516805432
Rosca Izquierda,6c,sport,,20m,1,Alberto Leiva,,https://www.thecrag.com/en/climbing/cuba/route/2514338745,https://www.thecrag.com/en/climbing/cuba/area/14266651#t2516805432
Vamo Allá,6c,sport,9,18m,1,Yarobys García & Maikel Novo,,https://www.thecrag.com/en/climbing/cuba/route/2514338850,https://www.thecrag.com/en/climbing/cuba/area/14266651#t2516805432
Saca Chispas,7a+,sport,,15m,,,,https://www.thecrag.com/en/climbing/cuba/route/16344355,https://www.thecrag.com/en/climbing/cuba/area/14266651#t2516805432
Virosis,7b+,sport,8,15m,1,"Josué Millo,  Yarobys García & Alberto Leiva",,https://www.thecrag.com/en/climbing/cuba/route/2514629730,https://www.thecrag.com/en/climbing/cuba/area/14266651#t2516805432
Echando Candela,8a,sport,8,20m,1,"Josué Millo,  Yarobys García & Alberto Leiva",,https://www.thecrag.com/en/climbing/cuba/route/2514629835,https://www.thecrag.com/en/climbing/cuba/area/14266651#t2516805432
Morirse a Plazo,8a,sport,9,20m,1,"Josué Millo,  Yarobys García & Alberto Leiva",,https://www.thecrag.com/en/climbing/cuba/route/2514629940,https://www.thecrag.com/en/climbing/cuba/area/14266651#t2516805432
The Wasp Factory,7b+,sport,10,25m,1,,,https://www.thecrag.com/en/climbing/cuba/route/16344403,https://www.thecrag.com/en/climbing/cuba/area/14266651#t2516805432
The Colony,8a+,sport,15,30m,1,Neil Gresham,,https://www.thecrag.com/en/climbing/cuba/route/16344451,https://www.thecrag.com/en/climbing/cuba/area/14266651#t2516805432
Esplendidos,8a,sport,10,24m,1,Tim Emmett,,https://www.thecrag.com/en/climbing/cuba/route/16344499,https://www.thecrag.com/en/climbing/cuba/area/14266651#t2516805432
The One Inch Punch,8b,sport,15,30m,1,Tim Emmett,,https://www.thecrag.com/en/climbing/cuba/route/16344547,https://www.thecrag.com/en/climbing/cuba/area/14266651#t2516805432
La Mierda,6b+,sport,,,,,,https://www.thecrag.com/en/climbing/cuba/route/16344595,https://www.thecrag.com/en/climbing/cuba/area/14266651#t2516805432
